,Text1,Text2,Class
1623,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAV shall periodically send the Pilot the power status and estimated flight time remaining.,Conflict
1624,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,Conflict
1625,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall send the Pilot the power and estimated flight time remaining every 1-2 minutes.,Conflict
1626,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,Conflict
1627,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAV shall send the Pilot the power and estimated flight time remaining on a periodic interval.,Conflict
1628,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall periodically send the Pilot the power and estimated flight time remaining.,Conflict
1629,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall periodically transmit the available flight time to the pilot.,Conflict
1630,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall continuously send the Pilot the power and estimated flight time remaining. ,Conflict
1631,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall regularly transmit the power and esimated flight time reamining to the pilot. ,Conflict
1632,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall send the Pilot the power and estimated flight time remaining upon request.,Conflict
1633,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,"Ocasionally, The Hummingbird shall send the Pilot the power and estimated flight time remaining.",Conflict
1634,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,"The UAB, when a button pressed, shall send the Pilot the power and estimated flight time remaining.",Conflict
1635,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall in a timely manner send the Pilot the power and estimated flight time remaining.,Conflict
1636,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall send the Pilot the power and estimated flight time remaining when power is low.,Conflict
1637,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The UAB shall every now and then send power and estimated flight time remaining information to the pilot.,Conflict
1638,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,"The UAV shall send the Pilot the power and estimated flight time remaining, at no more than 30-second intervals.",Conflict
1639,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,"TheAviary is a system of systems consisting of a pilot controller, UAV , and <= 4 Viewers.",Neutral
1640,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,"Communication between the flight, operations elements, and platform cannot allow hacking or eavesdropping. ",Neutral
1641,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,Neutral
1642,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The Pilot controller shall detect instances of video feed loss and automatically attempt reconnection.,Neutral
1643,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera with no more than 3-second delay.",Neutral
1644,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The Pilot shall be able to fly the UAV to any location within 20 miles of its origin which is aaccessible by air.,Neutral
1645,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The Viewer can influence the flight and camera functions on the UAV. ,Neutral
1646,The UAV shall periodically send the Pilot the speed and estimated flight time remaining.,The Pilot controller shall automatically reconnect when a communication loss has occurred.,Neutral
1647,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and at most 4 Viewers.,Conflict
1648,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,Conflict
1649,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and 4 Viewers or less.,Conflict
1650,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,Conflict
1651,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and up to  4 Viewers.,Conflict
1652,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 4 Viewers.,Conflict
1653,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with multiple Viewers.,Conflict
1654,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller or a maximum of at least 4 Viewers. ,Conflict
1655,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 6 Viewers.,Conflict
1656,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,"The UAV shall communicate with the Pilot Controller, with 4 Viewers observing.",Conflict
1657,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at most 4 Viewers.,Conflict
1658,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall be able to communicate with the Pilot Controller and a maximum of at least 4 Viewers.,Conflict
1659,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller or a maximum of no more than 4 Viewers.,Conflict
1660,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of 4 Viewers.,Conflict
1661,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 6 Viewers.,Conflict
1662,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall be capable of sending a video feed to the pilot and up to four UAV Viewers.,Neutral
1663,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,One adult is sufficient to lift the UAV,Neutral
1664,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall accept commands from an authenticated Pilot controller or a Viewer.,Neutral
1665,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall only execute commands from an authenticated Pilot controller.,Neutral
1666,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The Pilot controller shall connect or disconnect to at most one Bird Feeder in a secure fashion at any time. ,Neutral
1667,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is less than 5 minutes.,Neutral
1668,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,"The Pilot controller shall detect instances of communication loss and automatically reconnect, if possible.",Neutral
1669,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all directions from pointing directly down.,Conflict
1670,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,Conflict
1671,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly below the Hummingbird and to at least 60 degrees in any direction from the down direction.,Conflict
1672,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,Conflict
1673,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least -30 degrees from the horizontal in all directions from pointing directly down.,Conflict
1674,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all directions from pointing directly down.,Conflict
1675,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall point directly below the Hummingbird and be capable of capturing at least 60 degrees in all directions from directly below.,Conflict
1676,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly above the Hummingbird and to at most 60 degrees in all direction from pointing directly down. ,Conflict
1677,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly below the Hummingbird and to at least 60 degrees in all direction from pointing directly down. ,Conflict
1678,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 30 degrees in all directions from pointing directly down.,Conflict
1679,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all other directions.,Conflict
1680,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at most 60 degrees in all directions from pointing directly down.,Conflict
1681,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly under the Hummingbird and to rotate at least 60 degrees in all directions from pointing directly down.,Conflict
1682,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 160 degrees in all directions from pointing directly down.,Conflict
1683,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird as well as at least 60 degrees in all other relative directions.,Conflict
1684,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,Conflict
1685,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The Pilot controller shall link to at most one Hummingbird in a secure fashion at any time. ,Neutral
1686,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The UAB shall in a timely manner send the Pilot the power and estimated flight time remaining.,Neutral
1687,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The UAV audio feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Neutral
1688,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The UAV shall only transmit information to authenticated devices.,Neutral
1689,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,These are the business requirements for the Aviary System of Systems.,Neutral
1690,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The UAV visual feed shall be free of motion artifacts for slow and high speed elements in its visual field.,Neutral
1691,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,"A single adult, who is able to lift 40 or more pounds, shall be able to lift and carry the UAV.",Neutral
1692,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,The UAV shall be able to fly above an average 70 story building,Neutral
1693,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to transmit video feed to the Pilot and up to 4 separate UAV Viewer devices at same time.,Conflict
1694,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,Conflict
1695,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit live video to the Pilot and no more than 4 UAV Viewer devices.,Conflict
1696,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,Conflict
1697,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to four separate UAV Viewer devices.,Conflict
1698,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Conflict
1699,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be capable of sending a video feed to the pilot and up to four UAV Viewers.,Conflict
1700,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall not be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices. ,Conflict
1701,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to concurrently communicate the video feed to a Pilot and up to 4 distinct UAV Viewer devices. ,Conflict
1702,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 3 separate UAV Viewer devices.,Conflict
1703,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to transmit video feed to the Pilot and up to 4 separate UAV Viewer devices at once.,Conflict
1704,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to periodically transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Conflict
1705,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to concurrently transmit video to the Pilot and up to 4 different UAV Viewer devices.,Conflict
1706,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot or up to 2 separate UAV Viewer devices.,Conflict
1707,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV must be able to simultaneously transmit video to the Pilot and up to 4 separate UAV Viewer devices.,Conflict
1708,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 6 separate UAV Viewer devices.,Conflict
1709,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation). ,Neutral
1710,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The Pilot controller shall initiate autonomous return of the Hummingbird to its starting position.,Neutral
1711,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The least time to fly a round trip of 40 miles shall be less than 60 minutes under ideal conditions.,Neutral
1712,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The Pilot controller shall connect or disconnect to at most one Bird Feeder in a secure fashion at any time. ,Neutral
1713,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The aircrafts's direction of flight shall be independent of its yaw (horizontal rotational orientation).,Neutral
1714,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The pilot shall be able to smoothly and automatically control the flight speed from 0 to maximum speed in any direction.,Neutral
1715,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The UAV shall be able to fly above an average 100 story building,Neutral
1716,The UAV shall be able to transmit video feed to the Pilot and up to 10 separate UAV Viewer devices.,The pilot's communication with the UAV shall require a secure connection.,Neutral
1717,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have HD resolution and frame rate.,Conflict
1718,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video recording shall have 720p resolution and frame rate.,Conflict
1719,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall be at 720p resolution and frame rate.,Conflict
1720,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,Conflict
1721,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have 1280 x 720 resolution and 60fps frame rate.,Conflict
1722,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have 720p resolution and frame rate.,Conflict
1723,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have a high resolution and frame rate.,Conflict
1724,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have 1080p resolution and frame rate. ,Conflict
1725,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video stream shall have 720p resolution and frame rate. ,Conflict
1726,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have less then 720p resolution and frame rate.,Conflict
1727,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have a resolution and frame rate of 720p.,Conflict
1728,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have 1080p resolution and frame rate.,Conflict
1729,The UAV video feed shall have 1080p resolution and frame rate.,The UAV photo shall have 720p resolution.,Conflict
1730,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have 480p resolution and frame rate.,Conflict
1731,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have 720p resolution and 60 fps rate (?).,Conflict
1732,The UAV video feed shall have 1080p resolution and frame rate.,The UAV video feed shall have 4K resolution and 60Hz frame rate.,Conflict
1733,The UAV video feed shall have 1080p resolution and frame rate.,The UAV shall detect instances of Pilot communication loss and both wait for communication to resume or return to 'home' unless communication is reestablished.,Neutral
1734,The UAV video feed shall have 1080p resolution and frame rate.,The camera shall be able to point directly above the Hummingbird and to at most 60 degrees in all direction from pointing directly down. ,Neutral
1735,The UAV video feed shall have 1080p resolution and frame rate.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by no less than 4 independent operations personnel.,Neutral
1736,The UAV video feed shall have 1080p resolution and frame rate.,The UAV shall be invisible to observers to at least 100m in daylight and 25m at night.,Neutral
1737,The UAV video feed shall have 1080p resolution and frame rate.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Neutral
1738,The UAV video feed shall have 1080p resolution and frame rate.,The UAV shall only accept commands from an authenticated Pilot controller.,Neutral
1739,The UAV video feed shall have 1080p resolution and frame rate.,The Pilot can communicate with the UAV using a custom communications network that can establish communication within a 50-mile radius of the pilot station.,Neutral
1740,The UAV video feed shall have 1080p resolution and frame rate.,"The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Neutral
1741,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be clear for slow and moderate speed elements in its visual field.,Conflict
1742,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,Conflict
1743,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall exclude motion artifacts for fast and moderate speed elements in its visual field.,Conflict
1744,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,Conflict
1745,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for elements up to a moderate speed in its visual field.,Conflict
1746,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
1747,The UAV visual feed shall be free of any noise in its visual field.,The UAV video feed shall be free of motion artifacts in the medium speed elements of the field of view.,Conflict
1748,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall contain motion artifacts for fast and moderate speed elements in its visual field. ,Conflict
1749,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field. ,Conflict
1750,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for slow and high speed elements in its visual field.,Conflict
1751,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field.,Conflict
1752,The UAV visual feed shall be free of any noise in its visual field.,The UAV audio feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
1753,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed has to be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
1754,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for moderate speed elements in its visual field.,Conflict
1755,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall have no motion artifacts for slow and moderate speed elements in its visual field.,Conflict
1756,The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for elements in its visual field that move at no more than 44 feet per second.,Conflict
1757,The UAV visual feed shall be free of any noise in its visual field.,"The UAV shall send altitude-above-floor information, with no more than 3-second delay, to the Pilot to facilitate landing, take off and object avoidance.",Neutral
1758,The UAV visual feed shall be free of any noise in its visual field.,The UAV shall be invisible to observers to at least 100m in daylight and 25m at night.,Neutral
1759,The UAV visual feed shall be free of any noise in its visual field.,The Pilot Controller shall be known as the Hummingbird.,Neutral
1760,The UAV visual feed shall be free of any noise in its visual field.,The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,Neutral
1761,The UAV visual feed shall be free of any noise in its visual field.,The Viewer shall not be able to influence the flight or camera functions of the UAV.,Neutral
1762,The UAV visual feed shall be free of any noise in its visual field.,The UAV's direction of flight depends on the orientation of its yaw.,Neutral
1763,The UAV visual feed shall be free of any noise in its visual field.,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,Neutral
1764,The UAV visual feed shall be free of any noise in its visual field.,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,Neutral
1765,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a night vision camera capability,Conflict
1766,The UAV visual feed should include a flash camera capability,The UAV visual feed shall have a night time heat sensing camera capability,Conflict
1767,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a night time Infared camera capability,Conflict
1768,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a day time FLIR camera capability,Conflict
1769,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a night time Infra-red camera capability,Conflict
1770,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a night time IR camera capability,Conflict
1771,The UAV visual feed should include a flash camera capability,The UAV video feed shall include infrared camera capabilities.,Conflict
1772,The UAV visual feed should include a flash camera capability,The UAV visual feed may include a night time IR camera capability. ,Conflict
1773,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a night time IR camera capacity,Conflict
1774,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a night time x-ray camera capability,Conflict
1775,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a night time infared camera capability,Conflict
1776,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a morning time IR camera capability,Conflict
1777,The UAV visual feed should include a flash camera capability,night time IR camera capability needs to be included in the UAV visual feed,Conflict
1778,The UAV visual feed should include a flash camera capability,The UAV visual feed may include a night time IR camera capability,Conflict
1779,The UAV visual feed should include a flash camera capability,The UAV visual feed should include a night time IR camera as well as normal camera,Conflict
1780,The UAV visual feed should include a flash camera capability,"The UAV visual feed should include a night time ""Star Light Scope"" camera capability",Conflict
1781,The UAV visual feed should include a flash camera capability,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",Neutral
1782,The UAV visual feed should include a flash camera capability,These are the System Requirements for the Aviary System of Systems.,Neutral
1783,The UAV visual feed should include a flash camera capability,"The UAV shall support a stealth mode in which it emits no light during flight, which may be controlled from the Pilot control.",Neutral
1784,The UAV visual feed should include a flash camera capability,These are the customer requirements for the Aviary System of Systems.,Neutral
1785,The UAV visual feed should include a flash camera capability,The Pilot controller shall discover instances of communication loss and automatically reconnect,Neutral
1786,The UAV visual feed should include a flash camera capability,These are the user requests for the Aviary System of Systems.,Neutral
1787,The UAV visual feed should include a flash camera capability,The minimum time to fly a round trip of 40 miles shall be more than 60 minutes.,Neutral
1788,The UAV visual feed should include a flash camera capability,The Pilot can communicate with the UAV using a custom communications network that can establish communication within a 50-mile radius of the pilot station.,Neutral
1789,A single adult shall be able to lift and carry the UAV with the help of crane.,A adult shall be able to lift and carry the UAV.,Conflict
1790,A single adult shall be able to lift and carry the UAV with the help of crane.,Two adults shall be able to lift and carry the UAV with opposing carrier handles,Conflict
1791,A single adult shall be able to lift and carry the UAV with the help of crane.,An average person shall be able to lift and carry the UAV.,Conflict
1792,A single adult shall be able to lift and carry the UAV with the help of crane.,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,Conflict
1793,A single adult shall be able to lift and carry the UAV with the help of crane.,A person cabable of lifting 20 lbs shall be able to lift and carry the UAV.,Conflict
1794,A single adult shall be able to lift and carry the UAV with the help of crane.,A single adult shall be able to lift and carry the UAV.,Conflict
1795,A single adult shall be able to lift and carry the UAV with the help of crane.,One adult shall be able to carry the UAV.,Conflict
1796,A single adult shall be able to lift and carry the UAV with the help of crane.,A single adult shall be able to push and store the UAV. ,Conflict
1797,A single adult shall be able to lift and carry the UAV with the help of crane.,A single adult shall be able to move the UAV. ,Conflict
1798,A single adult shall be able to lift and carry the UAV with the help of crane.,Two adults shall be able to lift and carry the UAV.,Conflict
1799,A single adult shall be able to lift and carry the UAV with the help of crane.,An adult shall be able to lift and carry the UAV without help.,Conflict
1800,A single adult shall be able to lift and carry the UAV with the help of crane.,Two adults are required to carry the UAV,Conflict
1801,A single adult shall be able to lift and carry the UAV with the help of crane.,One adult is sufficient to lift the UAV,Conflict
1802,A single adult shall be able to lift and carry the UAV with the help of crane.,Two adults shall be able to lift and carry the UAV.,Conflict
1803,A single adult shall be able to lift and carry the UAV with the help of crane.,A single adult should be able to lift and carry the UAV by themselves.,Conflict
1804,A single adult shall be able to lift and carry the UAV with the help of crane.,"A single adult, who is able to lift 40 or more pounds, shall be able to lift and carry the UAV.",Conflict
1805,A single adult shall be able to lift and carry the UAV with the help of crane.,The UAV shall be able to simultaneously transmit video feed to the Pilot or up to 2 separate UAV Viewer devices.,Neutral
1806,A single adult shall be able to lift and carry the UAV with the help of crane.,The UAV's direction of flight shall be within 10 degrees of its yaw (horizontal rotational orientation).,Neutral
1807,A single adult shall be able to lift and carry the UAV with the help of crane.,The Pilot shall be able to control the speed of flight from 0 knots to maximum speed in any direction in a smooth fashion.,Neutral
1808,A single adult shall be able to lift and carry the UAV with the help of crane.,The aircraft shall be known as the anybird.,Neutral
1809,A single adult shall be able to lift and carry the UAV with the help of crane.,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,Neutral
1810,A single adult shall be able to lift and carry the UAV with the help of crane.,"Ocasionally, The Hummingbird shall send the Pilot the power and estimated flight time remaining.",Neutral
1811,A single adult shall be able to lift and carry the UAV with the help of crane.,The Pilot controller shall be able to manually pilot the Hummingbird to return to its starting position.,Neutral
1812,A single adult shall be able to lift and carry the UAV with the help of crane.,The Viewer shall control the flight and camera functions in the UAV.,Neutral
1813,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in less than 180 minutes.,Conflict
1814,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall charge to 75% in less than 3 hours.,Conflict
1815,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in under 3 hours.,Conflict
1816,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in less than 200 minutes.,Conflict
1817,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall be able to charge to 100% capacity in less than 3 hours.,Conflict
1818,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in less than 3 hours.,Conflict
1819,The UAV shall charge to 50 % in less than 3 hours.,The UAV must be able to fully charge in a short period of time.,Conflict
1820,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in less than 3 days. ,Conflict
1821,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall reach full charge in less than 3 hours. ,Conflict
1822,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in less than 2 hours.,Conflict
1823,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall be able to charge its battery in less than 3 hours.,Conflict
1824,The UAV shall charge to 50 % in less than 3 hours.,The UAV takes over 3 hours to charge partially,Conflict
1825,The UAV shall charge to 50 % in less than 3 hours.,The UAV takes under 3 hours to charge completely,Conflict
