,Text1,Text2,Class
1510,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The Pilot shall have real-time visual feedback from the UAV's camera for navigation and/or surveillance.,Conflict
1511,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,"The Pilot shall have visual feedback from the UAV's camera, not usable for the purpose of navigation and/or surveillance.",Conflict
1512,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The Pilot shall have real-time visual feedback from the UAV's camera.,Conflict
1513,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The Pilot shall have visual feedback with no more than 3-second delay from the UAV's camera usable for the purpose of navigation and/or surveillance.,Conflict
1514,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all other directions.,Neutral
1515,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The Pilot controller shall be able to demand the Hummingbird to return to its starting position autonomously.,Neutral
1516,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,Neutral
1517,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The minimum time to fly a round trip of 40 miles shall be more than 60 minutes.,Neutral
1518,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of moderate winds.",Neutral
1519,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The Viewer shall connect with the custom communication ethernet network provided by the Aviary SoS.,Neutral
1520,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The UAV only accepts commands from a verified Pilot controller,Neutral
1521,The Pilot shall have real-time heptic feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,The UAV shall transmit information to all devices.,Neutral
1522,The Pilot shall be able to start and stop the UAV camera in real-time.,The Pilot shall be able to control the UAV camera in real-time.,Conflict
1523,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to reset to default the zoom, aim and focus of the UAV camera in real-time.",Conflict
1524,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to control the UAV camera zoom, aim and focus in real-time.",Conflict
1525,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in near real-time.",Conflict
1526,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to set the zoom, aim, and focus of the UAV video in real-time.",Conflict
1527,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in real-time.",Conflict
1528,The Pilot shall be able to start and stop the UAV camera in real-time.,The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,Conflict
1529,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to observe the zoom, aim and focus of the UAV camera in real-time",Conflict
1530,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to control the zoom, aim and focus of the UAV camera in real-time",Conflict
1531,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Viewers shall be able to set the zoom, aim and focus of the UAV camera in real-time.",Conflict
1532,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to set the aim, focus and zoom of the UAV camera in real-time.",Conflict
1533,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in virtual-time.",Conflict
1534,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to adjust the zoom, aim and focus of the UAV camera in real-time.",Conflict
1535,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera before flight.",Conflict
1536,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot should be able to set the zoom, aim and focus of the camera in real-time.",Conflict
1537,The Pilot shall be able to start and stop the UAV camera in real-time.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera with no more than 3-second delay.",Conflict
1538,The Pilot shall be able to start and stop the UAV camera in real-time.,The UAB shall every now and then send power and estimated flight time remaining information to the pilot.,Neutral
1539,The Pilot shall be able to start and stop the UAV camera in real-time.,The UAV's data transmission shall be secure against unauthorized access.,Neutral
1540,The Pilot shall be able to start and stop the UAV camera in real-time.,The Pilot controller shall detect instances of communication loss and ask the user to reconnect. ,Neutral
1541,The Pilot shall be able to start and stop the UAV camera in real-time.,The Pilot controller shall connect to or disconnect from at most one UAV in a secure fashion at any time.,Neutral
1542,The Pilot shall be able to start and stop the UAV camera in real-time.,The Pilot shall communicate with the UAV using pre-built communications network capable of communicating within a 20-mile radius of the pilot station.,Neutral
1543,The Pilot shall be able to start and stop the UAV camera in real-time.,Remote surveillance should support a mission of 2 hours without a recharge,Neutral
1544,The Pilot shall be able to start and stop the UAV camera in real-time.,The UAV shall send the Pilot real-time information about error messages impacting the mission.,Neutral
1545,The Pilot shall be able to start and stop the UAV camera in real-time.,The Pilot shall be able to control the speed of flight from 0 to up to 10 miles per hour in all directions while remaining horozontile to the plane.,Neutral
1546,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The Pilot controller shall detect instances of communication loss and try to reconnect.,Conflict
1547,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The Pilot controller shall detect instances of video feed loss and automatically attempt reconnection.,Conflict
1548,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The Pilot controller shall detect instances of communication loss and automatically attempt reconnection.,Conflict
1549,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Pilot controller shall detect instances of communication loss and prompt the pilot to reconnect, if possible.",Conflict
1550,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The Pilot controller shall automatically reconnect when a communication loss has occurred.,Conflict
1551,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Pilot controller shall detect instances of communication loss and automatically reconnect, if possible.",Conflict
1552,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,Conflict
1553,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The Pilot controller shall detect instances of communication loss and ask the user to reconnect. ,Conflict
1554,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Pilot controller shall automatically reconnect, if possible, when instances of communication loss are detected. ",Conflict
1555,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Conflict
1556,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Pilot controller shall automatically reconnect in the event of communication loss and automatically reconnect, if possible.",Conflict
1557,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Conflict
1558,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The Pilot controller shall discover instances of communication loss and automatically reconnect,Conflict
1559,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The UAV shall detect instances of communication loss,Conflict
1560,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Pilot controller shall detect any communication loss and automatically reconnect, if possible.",Conflict
1561,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The Pilot controller shall detect instances of communication loss and automatically reconnect.,Conflict
1562,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",These are the software requirements for the Aviary System of Systems.,Neutral
1563,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Bird Feeder shall be able to define, upload, initiation, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Neutral
1564,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The Pilot controller shall fly the UAV by air to a location at least 20 miles from the starting point.,Neutral
1565,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The UAV shall automatically determine a flight plan consisting of set of waypoints within its range and flight capabilities.,Neutral
1566,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","Within 20 miles of the origin, the Aviary can be used for surveillance.",Neutral
1567,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.","The Pilot controller shall be able to define, upload, initiate, follow, and terminate a flight plan to the Hummingbird consisting of a set of way points within Hummingbird's flight range.",Neutral
1568,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The UAV shall exclusively accept commands from an authenticated Pilot controller. ,Neutral
1569,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",The UAV visual feed may include a night time IR camera capability,Neutral
1570,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect to at most one Hummingbird in a secure fashion at any time.,Conflict
1571,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect to at least one Bluebird in a secure fashion at any time.,Conflict
1572,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect to or disconnect from at most one UAV in a secure fashion at any time.,Conflict
1573,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect or disconnect to at most 2 Hummingbirds in a secure fashion at any time.,Conflict
1574,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect or disconnect to a single Hummingbird in a secure fashion at any time.,Conflict
1575,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect or disconnect to at most one Hummingbird in a secure fashion at any time.,Conflict
1576,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,Conflict
1577,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect or disconnect to at most one Bird Feeder in a secure fashion at any time. ,Conflict
1578,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall link to at most one Hummingbird in a secure fashion at any time. ,Conflict
1579,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect or disconnect to at least two Hummingbirds in a secure fashion at any time.,Conflict
1580,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall disconnect or connect to at most one Hummingbird in a secure fashion at any time.,Conflict
1581,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect or disconnect to at most one Hummingbird in a secure fashion at allotted time.,Conflict
1582,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect or disconnect to not more than one Hummingbird in a secure fashion.,Conflict
1583,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect/disconnect to at least one Hummingbird in a secure fashion at any time.,Conflict
1584,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall securely connect/disconnect to no more than one Hummingbird at any time.,Conflict
1585,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall connect or disconnect to at most three Hummingbirds in a secure fashion at any time.,Conflict
1586,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all other directions.,Neutral
1587,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Neutral
1588,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,"The UAV shall maintain its attitude (roll, pitch, and yaw) even if there are low to moderate winds.",Neutral
1589,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,"The UAV shall send real-time altitude-above-deck information to the Pilot to facilitate landing, take off, and object avoidance.",Neutral
1590,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The Pilot controller shall detect instances of communication loss and ask the user to reconnect. ,Neutral
1591,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,The UAV's data transmission shall be secure against unauthorized access.,Neutral
1592,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.",Neutral
1593,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,A single adult shall be able to lift and carry the UAV with the help of crane.,Neutral
1594,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,The Pilot controller shall be able to define and upload a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,Conflict
1595,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to design, upload, start, follow, and disengage a flight path to the Hummingbird within the distance and direction to the Hummingbird.",Conflict
1596,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to set, upload, initiation, follow, and end a flight plan to the UAV consisting of a set of waypoints within the flight range of the UAV.",Conflict
1597,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot shall be able to define, upload, initiation, follow, and terminate a flight plan to the Bird Feeder consisting of a set of waypoints within the flight range of the Bird Feeder.",Conflict
1598,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Bird Feeder shall be able to define, upload, initiation, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Conflict
1599,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to define, upload, initiation, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Conflict
1600,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.",Conflict
1601,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to define, upload, initiation, follow and terminate a flight plan to the Hummingbird consisting of a flight vector within the range of the Hummingbird. ",Conflict
1602,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to define, upload, initiation, follow and terminate a flight plan to the Hummingbird composed of a set of waypoints within the flying range of the Hummingbird. ",Conflict
1603,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to define, upload, initiation, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints outside of the flight range of the Hummingbird.",Conflict
1604,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to upload, define, initiation, follow, and terminate a set of waypoints as part of a Hummingbird flight plan within the flight range",Conflict
1605,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller only shall be able to define, upload, initiation, follow, or terminate a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Conflict
1606,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to define, upload, initiate, follow, and terminate a flight plan to the Hummingbird consisting of a set of way points within Hummingbird's flight range.",Conflict
1607,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to define, upload, initiation a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Conflict
1608,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to define, upload, initiate, follow, and terminate a Hummingbird flight plan consisting of a set of waypoints within the flight range of the Hummingbird.",Conflict
1609,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The Pilot controller shall be able to define, upload, initiate, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints that extend up to 5 miles beyond the flight range of the Hummingbird.",Conflict
1610,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,The UAV shall be enabled to autonomously generate a flight plan consisting of a set of waypoints within its range and flight capabilities.,Neutral
1611,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,The UAV shall communicate with the Pilot Controller and a maximum of at least 6 Viewers.,Neutral
1612,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,The camera shall be able to point directly under the Hummingbird and to rotate at least 60 degrees in all directions from pointing directly down.,Neutral
1613,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,The minimum time to fly a round trip of 40 miles shall be less than 50 minutes under ideal conditions.,Neutral
1614,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,The aircraft shall be known as the Blackbird.,Neutral
1615,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,The UAV shall communicate with the Pilot Controller and a maximum of at least 4 Viewers.,Neutral
1616,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,"The UAV shall send time-delayed altitude-above-floor information to the Pilot to facilitate landing, take off and object avoidance.",Neutral
1617,The Pilot controller shall be able to download a flight plan from the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,The remote monitoring should support long duration missions without recharging.,Neutral
1618,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to request the Hummingbird to return to its starting position by itself.,Conflict
1619,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to navigate the Hummingbird to its starting position.,Conflict
1620,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall initiate autonomous return of the Hummingbird to its starting position.,Conflict
1621,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to request the Hummingbird to return to its initial waypoint autonomously.,Conflict
1622,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to demand the Hummingbird to return to its starting position autonomously.,Conflict
1623,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to request the Hummingbird to return to its starting position autonomously.,Conflict
1624,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,Conflict
1625,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to request the Hummungbird to return to its ending position autonomously. ,Conflict
1626,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to command the Hummingbird to return to its starting position automously. ,Conflict
1627,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to manually pilot the Hummingbird to return to its starting position.,Conflict
1628,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to call the Hummingbird to come back to its starting position autonomously.,Conflict
1629,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller cannot request the Hummingbird to return to its starting position autonomously.,Conflict
1630,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to request the Hummingbird to return to its initial position automatically.,Conflict
1631,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to request the Hummingbird to return to its starting position manually.,Conflict
1632,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to request the Hummingbird automatically return to its starting position.,Conflict
1633,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot controller shall be able to initiate an autonomous return of the Hummingbird to its starting position.,Conflict
1634,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The UAV shall be able to communicate with the Pilot Controller and a maximum of at least 4 Viewers.,Neutral
1635,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,"The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Neutral
1636,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The minimum time to fly a round trip of 100 miles shall be less than 120 minutes under worst conditions.,Neutral
1637,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot shall be able to control the speed of flight from 0 to a minimum speed in all  directions in a smooth fashion.,Neutral
1638,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Neutral
1639,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Pilot shall communicate with the UAV using custom communications network capable of communicating within a 50-mile radius of the pilot station.,Neutral
1640,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,The Aviary shall provide a remote surveillance from the air of a location within the radius of 20 miles of the origin.,Neutral
1641,The Pilot controller shall be able to request the Hummingbird to return to its starting position by uploading flight plan.,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,Neutral
1642,The aircraft shall be known as the anybird.,The aircraft shall be known as the Hummingbird.,Conflict
1643,The aircraft shall be known as the anybird.,The UAV shall be known as the Bluebird.,Conflict
1644,The aircraft shall be known as the anybird.,The UAV shall be known as the Hummingbird.,Conflict
1645,The aircraft shall be known as the anybird.,The Pilot Controller shall be known as the Hummingbird.,Conflict
1646,The aircraft shall be known as the anybird.,The UAV shall be known as the Hummingbird.,Conflict
1647,The aircraft shall be known as the anybird.,The aircraft shall be known as the Hummingbird.,Conflict
1648,The aircraft shall be known as the anybird.,The aircraft shall not be known as the Hummingbird. ,Conflict
1649,The aircraft shall be known as the anybird.,The plane will be called the Hummingbird. ,Conflict
1650,The aircraft shall be known as the anybird.,The aircraft shall be known as the Eagle.,Conflict
1651,The aircraft shall be known as the anybird.,The UAV is called the Hummingbird.,Conflict
1652,The aircraft shall be known as the anybird.,The aircraft can be called the Flame Thrower,Conflict
1653,The aircraft shall be known as the anybird.,The aircraft should be called the Hummingbird,Conflict
1654,The aircraft shall be known as the anybird.,The aircraft shall be known as the Blackbird.,Conflict
1655,The aircraft shall be known as the anybird.,This aircraft is called the Hummingbird.,Conflict
1656,The aircraft shall be known as the anybird.,The aircraft shall be known as the Chicken Hawk.,Conflict
1657,The aircraft shall be known as the anybird.,The UAV shall be able to autonomously a flight plan consisting of a set of waypoints when outside of its range.,Neutral
1658,The aircraft shall be known as the anybird.,Any viewer device shall connect to the UAV in a secure fashion.,Neutral
1659,The aircraft shall be known as the anybird.,The Viewer shall connect only with the custom communication wireless network provided by Aviary.,Neutral
1660,The aircraft shall be known as the anybird.,A person cabable of lifting 20 lbs shall be able to lift and carry the UAV.,Neutral
1661,The aircraft shall be known as the anybird.,The Aviary shall provide a remote surveillance from the air of a location within the radius of 20 miles of the origin.,Neutral
1662,The aircraft shall be known as the anybird.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to four separate UAV Viewer devices.,Neutral
1663,The aircraft shall be known as the anybird.,The UAV shall accept commands from any Pilot controller.,Neutral
1664,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above building which is 70 story high,Conflict
1665,The UAV shall be able to fly above an average 50 story building,The UAV shall fly upwards to 700 feet,Conflict
1666,The UAV shall be able to fly above an average 50 story building,The UAV shall fly on average 70 feet vertically,Conflict
1667,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above a maximum 70 story building,Conflict
1668,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above 700 feet.,Conflict
1669,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above an average 70 story building,Conflict
1670,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly over an average 80-story building.,Conflict
1671,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above an above average 70 story building. ,Conflict
1672,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly over an average 70 floor building,Conflict
1673,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above an average 90 story building,Conflict
1674,The UAV shall be able to fly above an average 50 story building,The UAV shall be capable of flying above the average 70 story structure,Conflict
1675,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above an average 70 boxes,Conflict
1676,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above a 70 story building,Conflict
1677,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above an average 50 story building,Conflict
1678,The UAV shall be able to fly above an average 50 story building,The Hummingbird shall be able to fly above an average 70 story building,Conflict
1679,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to fly above an average 100 story building,Conflict
1680,The UAV shall be able to fly above an average 50 story building,All UAV data transmission must be secure against all unauthorized access.,Neutral
1681,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to automatically a flight plan made up of a set of waypoints within its range and flight capabilities.,Neutral
1682,The UAV shall be able to fly above an average 50 story building,The UAV's direction of flight shall rotate independent of its yaw.,Neutral
1683,The UAV shall be able to fly above an average 50 story building,"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",Neutral
1684,The UAV shall be able to fly above an average 50 story building,The UAV shall return to base when Pilot communication is lost and the estimated flight time remaining is less than 5 minutes.,Neutral
1685,The UAV shall be able to fly above an average 50 story building,All Pilot communication with the UAV shall require a secure connection and shall be vulnerable to snooping and other forms of unauthorized access. ,Neutral
1686,The UAV shall be able to fly above an average 50 story building,The UAV shall be able to concurrently transmit video to the Pilot and up to 4 different UAV Viewer devices.,Neutral
1687,The UAV shall be able to fly above an average 50 story building,The Pilot controller shall be able to define and upload a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,Neutral
1688,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation).,The UAV's direction of flight shall not be dependent of its yaw.,Conflict
1689,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation).,The UAV shall be able to fly up to 50 kilometers from it's starting point,Conflict
1690,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation).,The UAV shall be able to fly up to 32 kilometers from it's starting point,Conflict
1691,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation).,The UAV's direction of flight shall be independent of its pitch (horizontal rotational orientation).,Conflict
1692,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation).,The aircrafts's direction of flight shall be independent of its yaw (horizontal rotational orientation).,Conflict
1693,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation).,The UAV's direction of flight shall be independent of its yaw (horizontal rotational orientation).,Conflict
1694,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation).,The flight direction of the UAV shall not depend on the vertical rotation direction.,Conflict
